Genome_ID	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	qcovs	qcovhsp
NZ_CP019041.1	BAC0013|adeE|tr|Q8GKU1|Q8GKU1_ACIG3|AdeE|OS=Acinetobacter|sp.|4365|GN=adeE|PE=4|SV=2	NZ_CP019041.1	23.837	1032	713	25	14	1007	887173	890163	6.829999999999999e-52	197.0	1036	97	96
NZ_CP019041.1	BAC0013|adeE|tr|Q8GKU1|Q8GKU1_ACIG3|AdeE|OS=Acinetobacter|sp.|4365|GN=adeE|PE=4|SV=2	NZ_CP019041.1	25.122	1027	649	34	46	1009	335649	338558	9.289999999999999e-48	184.0	1036	97	93
NZ_CP019041.1	BAC0014|adeF|tr|Q2FD82|Q2FD82_ACIBA|Putative|RND|family|drug|transporter|OS=Acinetobacter|baumannii|GN=29_161|PE=4|SV=1	NZ_CP019041.1	27.576	330	224	7	58	386	334537	335484	4.02e-13	68.2	406	81	81
NZ_CP019041.1	BAC0015|adeG|tr|Q2FD81|Q2FD81_ACIBA|Cation/multidrug|efflux|pump|OS=Acinetobacter|baumannii|GN=29_167|PE=4|SV=1	NZ_CP019041.1	40.569	1055	596	13	3	1037	2852713	2855844	0.0	693.0	1059	99	98
NZ_CP019041.1	BAC0015|adeG|tr|Q2FD81|Q2FD81_ACIBA|Cation/multidrug|efflux|pump|OS=Acinetobacter|baumannii|GN=29_167|PE=4|SV=1	NZ_CP019041.1	36.917	1051	636	11	3	1046	2769424	2766332	1.44e-177	574.0	1059	99	99
NZ_CP019041.1	BAC0015|adeG|tr|Q2FD81|Q2FD81_ACIBA|Cation/multidrug|efflux|pump|OS=Acinetobacter|baumannii|GN=29_167|PE=4|SV=1	NZ_CP019041.1	22.876	918	635	18	149	1031	335952	338591	2.92e-39	156.0	1059	99	83
NZ_CP019041.1	BAC0015|adeG|tr|Q2FD81|Q2FD81_ACIBA|Cation/multidrug|efflux|pump|OS=Acinetobacter|baumannii|GN=29_167|PE=4|SV=1	NZ_CP019041.1	21.86	1043	722	24	48	1041	1242259	1245255	4.87e-39	155.0	1059	99	94
NZ_CP019041.1	BAC0015|adeG|tr|Q2FD81|Q2FD81_ACIBA|Cation/multidrug|efflux|pump|OS=Acinetobacter|baumannii|GN=29_167|PE=4|SV=1	NZ_CP019041.1	22.47	988	710	18	53	1017	887296	890160	1.54e-38	154.0	1059	99	91
NZ_CP019041.1	BAC0016|adeH|tr|Q2FD80|Q2FD80_ACIBA|Putative|RND|family|drug|transporter|OS=Acinetobacter|baumannii|GN=29_170|PE=4|SV=1	NZ_CP019041.1	30.361	415	275	5	69	480	2856072	2857283	5.179999999999999e-34	133.0	483	94	85
NZ_CP019041.1	BAC0016|adeH|tr|Q2FD80|Q2FD80_ACIBA|Putative|RND|family|drug|transporter|OS=Acinetobacter|baumannii|GN=29_170|PE=4|SV=1	NZ_CP019041.1	29.935	461	281	11	29	479	820124	818838	9.28e-33	130.0	483	94	93
NZ_CP019041.1	BAC0017|adeI|tr|Q2FD95|Q2FD95_ACIBA|AdeI|OS=Acinetobacter|baumannii|GN=adeI|PE=4|SV=1	NZ_CP019041.1	78.019	414	91	0	1	414	2851450	2852691	0.0	588.0	416	99	99
NZ_CP019041.1	BAC0017|adeI|tr|Q2FD95|Q2FD95_ACIBA|AdeI|OS=Acinetobacter|baumannii|GN=adeI|PE=4|SV=1	NZ_CP019041.1	24.629	337	227	8	48	378	334504	335451	4.48e-05	42.7	416	99	80
NZ_CP019041.1	BAC0018|adeJ|tr|Q24LT7|Q24LT7_ACIBA|AdeJ|OS=Acinetobacter|baumannii|GN=adeJ|PE=4|SV=1	NZ_CP019041.1	86.66	1057	140	1	1	1056	2852713	2855883	0.0	1823.0	1058	99	99
NZ_CP019041.1	BAC0018|adeJ|tr|Q24LT7|Q24LT7_ACIBA|AdeJ|OS=Acinetobacter|baumannii|GN=adeJ|PE=4|SV=1	NZ_CP019041.1	47.529	1052	528	7	1	1050	2769424	2766335	0.0	918.0	1058	99	99
NZ_CP019041.1	BAC0018|adeJ|tr|Q24LT7|Q24LT7_ACIBA|AdeJ|OS=Acinetobacter|baumannii|GN=adeJ|PE=4|SV=1	NZ_CP019041.1	26.266	1066	710	24	6	1040	2352620	2355682	1.8500000000000002e-71	258.0	1058	99	98
NZ_CP019041.1	BAC0018|adeJ|tr|Q24LT7|Q24LT7_ACIBA|AdeJ|OS=Acinetobacter|baumannii|GN=adeJ|PE=4|SV=1	NZ_CP019041.1	23.729	1062	746	23	3	1040	556929	559994	1.53e-58	218.0	1058	99	98
NZ_CP019041.1	BAC0018|adeJ|tr|Q24LT7|Q24LT7_ACIBA|AdeJ|OS=Acinetobacter|baumannii|GN=adeJ|PE=4|SV=1	NZ_CP019041.1	24.84	1095	706	37	13	1056	887173	890259	4e-48	185.0	1058	99	99
NZ_CP019041.1	BAC0018|adeJ|tr|Q24LT7|Q24LT7_ACIBA|AdeJ|OS=Acinetobacter|baumannii|GN=adeJ|PE=4|SV=1	NZ_CP019041.1	22.899	1083	728	32	17	1053	335565	338630	1.66e-38	154.0	1058	99	98
NZ_CP019041.1	BAC0019|adeK|tr|Q24LT6|Q24LT6_ACIBA|AdeK|OS=Acinetobacter|baumannii|GN=adeK|PE=4|SV=1	NZ_CP019041.1	85.239	481	70	1	1	480	2855892	2857334	0.0	737.0	484	99	99
NZ_CP019041.1	BAC0019|adeK|tr|Q24LT6|Q24LT6_ACIBA|AdeK|OS=Acinetobacter|baumannii|GN=adeK|PE=4|SV=1	NZ_CP019041.1	27.455	448	307	8	26	462	820160	818838	2.5e-30	122.0	484	99	90
NZ_CP019041.1	BAC0508|adeL|tr|A3M732|A3M732_ACIBT|Transcriptional|regulator|LysR|family|OS=Acinetobacter|baumannii|(strain|ATCC|17978|/|NCDC|KC|755)|GN=A1S_2303|PE=4|SV=2	NZ_CP019041.1	41.837	294	168	2	1	294	327037	326165	7.339999999999999e-68	228.0	337	89	87
NZ_CP019041.1	BAC0508|adeL|tr|A3M732|A3M732_ACIBT|Transcriptional|regulator|LysR|family|OS=Acinetobacter|baumannii|(strain|ATCC|17978|/|NCDC|KC|755)|GN=A1S_2303|PE=4|SV=2	NZ_CP019041.1	34.266	286	186	2	1	285	1432992	1432138	9.61e-50	175.0	337	89	85
NZ_CP019041.1	BAC0508|adeL|tr|A3M732|A3M732_ACIBT|Transcriptional|regulator|LysR|family|OS=Acinetobacter|baumannii|(strain|ATCC|17978|/|NCDC|KC|755)|GN=A1S_2303|PE=4|SV=2	NZ_CP019041.1	29.795	292	200	4	1	290	2021634	2020768	1.13e-38	143.0	337	89	86
NZ_CP019041.1	BAC0508|adeL|tr|A3M732|A3M732_ACIBT|Transcriptional|regulator|LysR|family|OS=Acinetobacter|baumannii|(strain|ATCC|17978|/|NCDC|KC|755)|GN=A1S_2303|PE=4|SV=2	NZ_CP019041.1	31.228	285	190	4	4	287	344403	345242	3.33e-38	142.0	337	89	84
NZ_CP019041.1	BAC0508|adeL|tr|A3M732|A3M732_ACIBT|Transcriptional|regulator|LysR|family|OS=Acinetobacter|baumannii|(strain|ATCC|17978|/|NCDC|KC|755)|GN=A1S_2303|PE=4|SV=2	NZ_CP019041.1	29.293	297	194	7	1	290	1770326	1771189	1.43e-28	114.0	337	89	86
NZ_CP019041.1	BAC0508|adeL|tr|A3M732|A3M732_ACIBT|Transcriptional|regulator|LysR|family|OS=Acinetobacter|baumannii|(strain|ATCC|17978|/|NCDC|KC|755)|GN=A1S_2303|PE=4|SV=2	NZ_CP019041.1	27.852	298	197	6	4	292	2131933	2132799	2.07e-28	113.0	337	89	86
NZ_CP019041.1	BAC0508|adeL|tr|A3M732|A3M732_ACIBT|Transcriptional|regulator|LysR|family|OS=Acinetobacter|baumannii|(strain|ATCC|17978|/|NCDC|KC|755)|GN=A1S_2303|PE=4|SV=2	NZ_CP019041.1	28.571	301	211	3	1	300	1561750	1562643	5.1e-28	112.0	337	89	89
NZ_CP019041.1	BAC0508|adeL|tr|A3M732|A3M732_ACIBT|Transcriptional|regulator|LysR|family|OS=Acinetobacter|baumannii|(strain|ATCC|17978|/|NCDC|KC|755)|GN=A1S_2303|PE=4|SV=2	NZ_CP019041.1	23.729	295	203	3	4	287	506472	505621	4.8e-20	88.6	337	89	84
NZ_CP019041.1	BAC0508|adeL|tr|A3M732|A3M732_ACIBT|Transcriptional|regulator|LysR|family|OS=Acinetobacter|baumannii|(strain|ATCC|17978|/|NCDC|KC|755)|GN=A1S_2303|PE=4|SV=2	NZ_CP019041.1	24.39	287	211	2	1	287	254792	255634	1.07e-18	84.3	337	89	85
NZ_CP019041.1	BAC0496|adeN|tr|B7H1T7|B7H1T7_ACIB3|Bacterial|regulatory|protein,|tetR|family|protein|OS=Acinetobacter|baumannii|(strain|AB307-0294)|GN=ABBFA_001467|PE=4|SV=1	NZ_CP019041.1	65.366	205	71	0	13	217	1890081	1889467	4.26e-84	269.0	217	94	94
NZ_CP019041.1	BAC0478|adeT1|tr|C7F8K6|C7F8K6_ACIBA|AdeT1|OS=Acinetobacter|baumannii|PE=4|SV=1	NZ_CP019041.1	60.197	304	121	0	1	304	304455	305366	9.5e-127	395.0	304	100	100
NZ_CP019041.1	BAC0478|adeT1|tr|C7F8K6|C7F8K6_ACIBA|AdeT1|OS=Acinetobacter|baumannii|PE=4|SV=1	NZ_CP019041.1	47.987	298	150	1	12	304	2604280	2603387	2.49e-95	305.0	304	100	96
NZ_CP019041.1	BAC0478|adeT1|tr|C7F8K6|C7F8K6_ACIBA|AdeT1|OS=Acinetobacter|baumannii|PE=4|SV=1	NZ_CP019041.1	48.377	308	155	2	1	304	303170	304093	6.47e-95	304.0	304	100	100
